Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),Unnamed: 13,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated,Vaccination_ID
05-07-2021,Rajasthan,25821446,395558,659,21436551,4384895,13751391,12065786,4269,2944530,22874872,2044,,,,,,Rajasthan_05-07-2021
06-07-2021,Rajasthan,25848234,289145,454,21454435,4393799,13765951,12078009,4274,2953595,22892419,2220,,,,,,Rajasthan_06-07-2021
07-07-2021,Rajasthan,25937520,303109,623,21492586,4444934,13813800,12119433,4287,2971080,22964125,2315,,,,,,Rajasthan_07-07-2021
08-07-2021,Rajasthan,26122903,476138,1159,21575079,4547824,13910983,12207599,4321,3007774,23112718,2411,,,,,,Rajasthan_08-07-2021
09-07-2021,Rajasthan,26199280,315018,698,21609462,4589818,13951716,12243230,4334,3017046,23179617,2617,,,,,,Rajasthan_09-07-2021
10-07-2021,Rajasthan,26331376,396146,941,21664006,4667370,14021011,12306009,4356,3021501,23307120,2755,,,,,,Rajasthan_10-07-2021
11-07-2021,Rajasthan,26410483,253902,553,21723913,4686570,14061757,12344357,4369,3022573,23385155,2755,,,,,,Rajasthan_11-07-2021
12-07-2021,Rajasthan,26449059,260777,431,21746599,4702460,14081546,12363137,4376,3026206,23419979,2874,,,,,,Rajasthan_12-07-2021
13-07-2021,Rajasthan,26864455,838031,2058,21932046,4932409,14294388,12565623,4444,3028546,23832596,3313,,,,,,Rajasthan_13-07-2021
14-07-2021,Rajasthan,27443343,866817,2216,22338369,5104974,14580393,12858423,4527,3031922,24408022,3399,,,,,,Rajasthan_14-07-2021
15-07-2021,Rajasthan,27500600,242200,518,22373497,5127103,14610311,12885749,4540,3034528,24462542,3530,,,,,,Rajasthan_15-07-2021
16-07-2021,Rajasthan,27641745,417541,912,22426875,5214870,14683806,12953375,4564,3068376,24569404,3965,,,,,,Rajasthan_16-07-2021
17-07-2021,Rajasthan,28339982,1327213,3174,22825332,5514650,15037534,13297761,4687,3115807,25219696,4479,,,,,,Rajasthan_17-07-2021
18-07-2021,Rajasthan,28728054,798792,2201,23104088,5623966,15231575,13491718,4761,3119975,25603535,4544,,,,,,Rajasthan_18-07-2021
19-07-2021,Rajasthan,29004440,648921,1385,23295064,5709376,15367352,13632269,4819,3124640,25874960,4840,,,,,,Rajasthan_19-07-2021
20-07-2021,Rajasthan,29112114,301566,749,23366886,5745228,15421091,13686189,4834,3127624,25979168,5322,,,,,,Rajasthan_20-07-2021
21-07-2021,Rajasthan,29445345,786229,1760,23537218,5908127,15588199,13852243,4903,3152980,26286826,5539,,,,,,Rajasthan_21-07-2021
22-07-2021,Rajasthan,29921633,1178772,2861,23791131,6130502,15828156,14088461,5016,3199253,26716534,5846,,,,,,Rajasthan_22-07-2021
23-07-2021,Rajasthan,30117597,479933,1492,23882904,6234693,15927623,14184885,5089,3221424,26889921,6252,,,,,,Rajasthan_23-07-2021
24-07-2021,Rajasthan,30199259,305153,884,23920844,6278415,15970439,14223722,5098,3229647,26962964,6648,,,,,,Rajasthan_24-07-2021
25-07-2021,Rajasthan,30375699,466780,1297,23957890,6417809,16062488,14308065,5146,3299211,27069773,6715,,,,,,Rajasthan_25-07-2021
26-07-2021,Rajasthan,30600816,625476,1948,24030759,6570057,16180572,14415058,5186,3366214,27227537,7065,,,,,,Rajasthan_26-07-2021
27-07-2021,Rajasthan,30844855,588370,1774,24135690,6709165,16306642,14532983,5230,3376784,27460677,7394,,,,,,Rajasthan_27-07-2021
28-07-2021,Rajasthan,31308628,0,0,24360155,6948473,16543311,14759997,5320,3445176,27855743,7709,,,,,,Rajasthan_28-07-2021
29-07-2021,Rajasthan,31750352,972166,2843,24540264,7210088,16769312,14975631,5409,3581604,28160762,7986,,,,,,Rajasthan_29-07-2021
30-07-2021,Rajasthan,32039895,817079,2132,24701914,7337981,16916093,15118330,5472,3625060,28406542,8293,,,,,,Rajasthan_30-07-2021
31-07-2021,Rajasthan,32468620,975817,2614,24972030,7496590,17132096,15331000,5542,3718217,28741806,8597,,,,,,Rajasthan_31-07-2021
01-08-2021,Rajasthan,32814367,292475,819,25283749,7530618,17290597,15518184,5586,3746942,29058772,8653,,,,,,Rajasthan_01-08-2021
02-08-2021,Rajasthan,33297593,1160483,3167,25550176,7747417,17545284,15746603,5706,3912852,29375905,8836,,,,,,Rajasthan_02-08-2021
03-08-2021,Rajasthan,33624206,892073,2379,25761454,7862752,17712725,15905672,5809,4023013,29592011,9182,,,,,,Rajasthan_03-08-2021
04-08-2021,Rajasthan,33959663,859264,2069,26005913,7953750,17884804,16068959,5900,4270254,29680026,9383,,,,,,Rajasthan_04-08-2021
05-08-2021,Rajasthan,34198362,643208,1635,26169393,8028969,18008855,16183539,5968,4330705,29858207,9450,,,,,,Rajasthan_05-08-2021
06-08-2021,Rajasthan,34620302,871141,2215,26474406,8145896,18223724,16390516,6062,4383265,30227319,9718,,,,,,Rajasthan_06-08-2021
07-08-2021,Rajasthan,34954868,867144,2030,26710747,8244121,18395102,16553623,6143,4408650,30536435,9783,,,,,,Rajasthan_07-08-2021
08-08-2021,Rajasthan,35082922,401914,996,26797208,8285714,18461135,16615602,6185,4413932,30659080,9910,,,,,,Rajasthan_08-08-2021
09-08-2021,Rajasthan,35383662,803717,1920,27008606,8375056,18618674,16758710,6278,4419700,30953894,10068,,,,,,Rajasthan_09-08-2021
10-08-2021,Rajasthan,,,,,,,,,,,,,,,,,Rajasthan_10-08-2021
11-08-2021,Rajasthan,,,,,,,,,,,,,,,,,Rajasthan_11-08-2021
12-08-2021,Rajasthan,,,,,,,,,,,,,,,,,Rajasthan_12-08-2021
13-08-2021,Rajasthan,,,,,,,,,,,,,,,,,Rajasthan_13-08-2021
14-08-2021,Rajasthan,,,,,,,,,,,,,,,,,Rajasthan_14-08-2021
15-08-2021,Rajasthan,,,,,,,,,,,,,,,,,Rajasthan_15-08-2021
16-01-2021,Sikkim,7,2,2,7,0,3,4,0,0,7,,,,,,7,Sikkim_16-01-2021
17-01-2021,Sikkim,7,2,2,7,0,3,4,0,0,7,,,,,,7,Sikkim_17-01-2021
18-01-2021,Sikkim,7,6,3,7,0,3,4,0,0,7,,,,,,7,Sikkim_18-01-2021
19-01-2021,Sikkim,38,22,4,38,0,14,24,0,0,38,,,,,,38,Sikkim_19-01-2021
20-01-2021,Sikkim,62,26,5,62,0,24,38,0,0,62,,,,,,62,Sikkim_20-01-2021
21-01-2021,Sikkim,186,30,6,186,0,72,114,0,0,186,,,,,,186,Sikkim_21-01-2021
22-01-2021,Sikkim,296,32,6,296,0,121,175,0,0,296,,,,,,296,Sikkim_22-01-2021
23-01-2021,Sikkim,299,32,6,299,0,122,177,0,0,299,,,,,,299,Sikkim_23-01-2021
24-01-2021,Sikkim,309,33,7,309,0,126,183,0,0,309,,,,,,309,Sikkim_24-01-2021
25-01-2021,Sikkim,477,36,7,477,0,186,291,0,0,477,,,,,,477,Sikkim_25-01-2021
26-01-2021,Sikkim,490,42,8,490,0,191,299,0,0,490,,,,,,490,Sikkim_26-01-2021
27-01-2021,Sikkim,964,50,10,964,0,358,606,0,0,964,,,,,,964,Sikkim_27-01-2021
28-01-2021,Sikkim,1431,55,11,1431,0,523,908,0,0,1431,,,,,,1431,Sikkim_28-01-2021
29-01-2021,Sikkim,1707,61,13,1707,0,624,1083,0,0,1707,,,,,,1707,Sikkim_29-01-2021
30-01-2021,Sikkim,1707,63,13,1707,0,624,1083,0,0,1707,,,,,,1707,Sikkim_30-01-2021
31-01-2021,Sikkim,1709,66,13,1709,0,624,1085,0,0,1709,,,,,,1709,Sikkim_31-01-2021
01-02-2021,Sikkim,1855,74,16,1855,0,633,1222,0,0,1855,,,,,,1855,Sikkim_01-02-2021
02-02-2021,Sikkim,2336,99,24,2336,0,786,1550,0,0,2336,,,,,,2336,Sikkim_02-02-2021
03-02-2021,Sikkim,3084,120,26,3084,0,931,2153,0,0,3084,,,,,,3084,Sikkim_03-02-2021
04-02-2021,Sikkim,3923,125,28,3923,0,1184,2739,0,0,3923,,,,,,3923,Sikkim_04-02-2021
05-02-2021,Sikkim,4857,128,28,4857,0,1492,3365,0,0,4857,,,,,,4857,Sikkim_05-02-2021
06-02-2021,Sikkim,5089,131,30,5089,0,1557,3532,0,0,5089,,,,,,5089,Sikkim_06-02-2021
07-02-2021,Sikkim,5090,138,34,5090,0,1558,3532,0,0,5090,,,,,,5090,Sikkim_07-02-2021
08-02-2021,Sikkim,5726,141,34,5726,0,1695,4031,0,1,5725,,,,,,5726,Sikkim_08-02-2021
09-02-2021,Sikkim,6653,152,35,6653,0,1937,4716,0,6,6647,,,,,,6653,Sikkim_09-02-2021
10-02-2021,Sikkim,7478,157,35,7478,0,2172,5306,0,6,7472,,,,,,7478,Sikkim_10-02-2021
11-02-2021,Sikkim,8022,160,35,8022,0,2406,5616,0,6,8016,,,,,,8022,Sikkim_11-02-2021
12-02-2021,Sikkim,8041,160,35,8041,0,2416,5625,0,6,8035,,,,,,8041,Sikkim_12-02-2021
13-02-2021,Sikkim,8042,166,35,8042,0,2417,5625,0,6,8036,,,,,,8042,Sikkim_13-02-2021
14-02-2021,Sikkim,8042,167,35,8042,0,2417,5625,0,6,8036,,,,,,8042,Sikkim_14-02-2021
15-02-2021,Sikkim,8252,185,35,8252,0,2591,5661,0,6,8246,,,,,,8252,Sikkim_15-02-2021
16-02-2021,Sikkim,9006,206,35,8849,157,3032,5817,0,6,8843,,,,,,8849,Sikkim_16-02-2021
17-02-2021,Sikkim,9714,229,35,9463,251,3479,5984,0,6,9457,,,,,,9463,Sikkim_17-02-2021
18-02-2021,Sikkim,10339,250,35,9981,358,4019,5962,0,109,9872,,,,,,9981,Sikkim_18-02-2021
19-02-2021,Sikkim,11993,253,35,11296,697,4829,6467,0,124,11172,,,,,,11296,Sikkim_19-02-2021
20-02-2021,Sikkim,12921,257,35,12222,699,5541,6681,0,128,12094,,,,,,12222,Sikkim_20-02-2021
21-02-2021,Sikkim,12921,282,36,12222,699,5541,6681,0,128,12094,,,,,,12222,Sikkim_21-02-2021
22-02-2021,Sikkim,14550,300,39,13766,784,6766,7000,0,154,13612,,,,,,13766,Sikkim_22-02-2021
23-02-2021,Sikkim,16146,311,39,15194,952,8008,7186,0,156,15038,,,,,,15194,Sikkim_23-02-2021
24-02-2021,Sikkim,17456,323,39,16382,1074,9102,7280,0,158,16224,,,,,,16382,Sikkim_24-02-2021
25-02-2021,Sikkim,18535,339,39,17286,1249,9865,7421,0,163,17123,,,,,,17286,Sikkim_25-02-2021
26-02-2021,Sikkim,19112,343,39,17647,1465,10207,7440,0,170,17477,,,,,,17647,Sikkim_26-02-2021
27-02-2021,Sikkim,19112,343,39,17647,1465,10207,7440,0,170,17477,,,,,,17647,Sikkim_27-02-2021
28-02-2021,Sikkim,19112,351,39,17647,1465,10207,7440,0,170,17477,,,,,,17647,Sikkim_28-02-2021
01-03-2021,Sikkim,19112,407,39,17647,1465,10207,7440,0,170,17477,,,,,,17647,Sikkim_01-03-2021
02-03-2021,Sikkim,20991,421,39,18890,2101,11169,7721,0,189,18701,,,,,,18890,Sikkim_02-03-2021
03-03-2021,Sikkim,22602,720,48,20235,2367,11997,8238,0,190,20045,,,,,,20235,Sikkim_03-03-2021
04-03-2021,Sikkim,24622,738,48,21853,2769,12973,8879,1,194,21659,,,,,,21853,Sikkim_04-03-2021
05-03-2021,Sikkim,27446,880,77,23624,3822,13967,9655,2,201,23423,,,,,,23624,Sikkim_05-03-2021
06-03-2021,Sikkim,29477,931,77,25221,4256,14924,10295,2,201,25020,,,,,,25221,Sikkim_06-03-2021
07-03-2021,Sikkim,29477,963,77,25221,4256,14924,10295,2,201,25020,,,,,,25221,Sikkim_07-03-2021
08-03-2021,Sikkim,33038,1004,83,27834,5204,16402,11429,3,208,27626,,,,,,27834,Sikkim_08-03-2021
09-03-2021,Sikkim,30915,5210,28,24975,5940,17217,13694,4,0,30915,,,,,,30915,Sikkim_09-03-2021
10-03-2021,Sikkim,34629,7250,39,28118,6511,19155,15470,4,0,34629,,,,,,34629,Sikkim_10-03-2021
11-03-2021,Sikkim,38361,8520,39,31053,7308,20856,17500,5,0,38360,,,,,,38361,Sikkim_11-03-2021
12-03-2021,Sikkim,41096,7050,34,33511,7585,22241,18850,5,0,41095,,,,,,41096,Sikkim_12-03-2021
13-03-2021,Sikkim,41351,1150,6,33766,7585,22392,18954,5,0,41350,,,,,,41351,Sikkim_13-03-2021
14-03-2021,Sikkim,41351,0,0,33766,7585,22392,18954,5,0,41350,,,,,,41351,Sikkim_14-03-2021
15-03-2021,Sikkim,44207,6230,32,36344,7863,23917,20285,5,0,44206,,,,,,44207,Sikkim_15-03-2021
16-03-2021,Sikkim,50954,4880,24,42816,8138,24070,18741,5,0,50954,,,,,,42816,Sikkim_16-03-2021
17-03-2021,Sikkim,54631,7400,41,46124,8507,25843,20276,5,0,54631,,,,,,46124,Sikkim_17-03-2021
18-03-2021,Sikkim,57312,7110,39,48290,9022,26911,21374,5,0,57312,,,,,,48290,Sikkim_18-03-2021
19-03-2021,Sikkim,59889,5210,28,50370,9519,27973,22392,5,0,59889,,,,,,50370,Sikkim_19-03-2021
20-03-2021,Sikkim,61649,3850,21,51788,9861,28737,23046,5,0,61649,,,,,,51788,Sikkim_20-03-2021
21-03-2021,Sikkim,61716,0,0,51854,9862,28778,23071,5,0,61716,,,,,,51854,Sikkim_21-03-2021
22-03-2021,Sikkim,64495,5200,28,53523,10972,29656,23862,5,0,64495,,,,,,53523,Sikkim_22-03-2021
23-03-2021,Sikkim,67281,5550,31,55534,11747,30675,24854,5,0,67281,,,,,,55534,Sikkim_23-03-2021
24-03-2021,Sikkim,69288,4800,29,57257,12031,31566,25686,5,0,69288,,,,,,57257,Sikkim_24-03-2021
25-03-2021,Sikkim,71024,5250,29,58846,12178,32379,26461,6,0,71024,,,,,,58846,Sikkim_25-03-2021
26-03-2021,Sikkim,72788,5250,28,60509,12279,33221,27282,6,0,72788,,,,,,60509,Sikkim_26-03-2021
27-03-2021,Sikkim,72814,500,3,60535,12279,33236,27293,6,0,72814,,,,,,60535,Sikkim_27-03-2021
28-03-2021,Sikkim,72815,1050,5,60536,12279,33237,27293,6,0,72815,,,,,,60536,Sikkim_28-03-2021
29-03-2021,Sikkim,72815,950,6,60536,12279,33237,27293,6,0,72815,,,,,,60536,Sikkim_29-03-2021
30-03-2021,Sikkim,73752,3420,21,61317,12435,33654,27657,6,0,73752,,,,,,61317,Sikkim_30-03-2021
31-03-2021,Sikkim,74191,4600,21,61697,12494,33864,27827,6,0,74191,,,,,,61697,Sikkim_31-03-2021
01-04-2021,Sikkim,77314,6890,36,64678,12636,35319,29352,7,0,77314,,,,,,64678,Sikkim_01-04-2021
02-04-2021,Sikkim,78293,1200,4,65631,12662,35798,29826,7,0,78293,,,,,,65631,Sikkim_02-04-2021
03-04-2021,Sikkim,78880,1700,9,66218,12662,36108,30103,7,0,78880,,,,,,66218,Sikkim_03-04-2021
04-04-2021,Sikkim,79192,800,3,66530,12662,36263,30260,7,0,79192,,,,,,66530,Sikkim_04-04-2021
05-04-2021,Sikkim,82059,6990,38,69217,12842,37475,31734,8,0,82059,,,,,,69217,Sikkim_05-04-2021
06-04-2021,Sikkim,85747,9450,54,72723,13024,39241,33474,8,0,85747,,,,,,72723,Sikkim_06-04-2021
07-04-2021,Sikkim,94426,10270,55,80892,13534,43424,37458,10,0,94426,,,,,,80892,Sikkim_07-04-2021
08-04-2021,Sikkim,104473,12950,72,90081,14392,48224,41846,11,0,104473,,,,,,90081,Sikkim_08-04-2021
09-04-2021,Sikkim,112414,11950,68,97386,15028,52111,45263,12,0,112414,,,,,,97386,Sikkim_09-04-2021
10-04-2021,Sikkim,115201,8100,40,99963,15238,53501,46450,12,0,115201,,,,,,99963,Sikkim_10-04-2021
11-04-2021,Sikkim,117171,5880,28,101795,15376,54514,47269,12,0,117171,,,,,,101795,Sikkim_11-04-2021
12-04-2021,Sikkim,125831,13380,70,109886,15945,58712,51160,14,0,125831,,,,,,109886,Sikkim_12-04-2021
13-04-2021,Sikkim,135455,12850,72,118962,16493,63554,55393,15,0,135455,,,,,,118962,Sikkim_13-04-2021
14-04-2021,Sikkim,141777,12660,71,124532,17245,66641,57875,16,0,141777,,,,,,124532,Sikkim_14-04-2021
15-04-2021,Sikkim,148555,13810,76,130118,18437,69669,60433,16,0,148555,,,,,,130118,Sikkim_15-04-2021
16-04-2021,Sikkim,155241,13050,75,135490,19751,72614,62859,17,0,155241,,,,,,135490,Sikkim_16-04-2021
17-04-2021,Sikkim,160123,9100,50,139394,20729,74811,64566,17,0,160123,,,,,,139394,Sikkim_17-04-2021
18-04-2021,Sikkim,161058,5750,31,140119,20939,75242,64859,18,0,161058,,,,,,140119,Sikkim_18-04-2021
19-04-2021,Sikkim,166609,12350,67,143952,22657,77319,66615,18,0,166609,,,,,,143952,Sikkim_19-04-2021
20-04-2021,Sikkim,171123,13050,66,146868,24255,78909,67938,21,0,171123,,,,,,146868,Sikkim_20-04-2021
21-04-2021,Sikkim,172465,8350,41,147787,24678,79409,68357,21,0,172465,,,,,,147787,Sikkim_21-04-2021
22-04-2021,Sikkim,177162,13650,74,149886,27276,80504,69361,21,0,177162,,,,,,149886,Sikkim_22-04-2021
23-04-2021,Sikkim,182621,12450,68,152278,30343,81780,70477,21,0,182621,,,,,,152278,Sikkim_23-04-2021
24-04-2021,Sikkim,185449,10400,53,153579,31870,82518,71040,21,0,185449,,,,,,153579,Sikkim_24-04-2021
25-04-2021,Sikkim,185895,4200,21,153939,31956,82716,71202,21,0,185895,,,,,,153939,Sikkim_25-04-2021
26-04-2021,Sikkim,189953,12000,63,155696,34257,83649,72026,21,0,189953,,,,,,155696,Sikkim_26-04-2021
27-04-2021,Sikkim,193834,11380,62,157168,36666,84481,72666,21,0,193834,,,,,,157168,Sikkim_27-04-2021
28-04-2021,Sikkim,196919,10400,56,158440,38479,85196,73223,21,0,196919,,,,,,158440,Sikkim_28-04-2021
29-04-2021,Sikkim,200586,11500,57,159827,40759,85982,73824,21,0,200586,,,,,,159827,Sikkim_29-04-2021
30-04-2021,Sikkim,203966,10900,55,161083,42883,86706,74356,21,0,203966,,,,,,161083,Sikkim_30-04-2021
01-05-2021,Sikkim,204960,4900,28,161364,43596,86858,74485,21,0,204960,,,,,,161364,Sikkim_01-05-2021
02-05-2021,Sikkim,204990,2900,15,161376,43614,86866,74489,21,0,204990,,,,,,161376,Sikkim_02-05-2021
03-05-2021,Sikkim,207754,8500,52,162016,45738,87204,74791,21,0,207754,,,,,,162016,Sikkim_03-05-2021
04-05-2021,Sikkim,210281,8500,56,162666,47615,87549,75096,21,0,210281,,,,,,162666,Sikkim_04-05-2021
05-05-2021,Sikkim,212688,10700,63,163194,49494,87847,75326,21,0,212688,,,,,,163194,Sikkim_05-05-2021
06-05-2021,Sikkim,215456,12050,72,164073,51383,88344,75708,21,0,215456,,,,,,164073,Sikkim_06-05-2021
07-05-2021,Sikkim,218368,11100,68,164598,53770,88646,75931,21,0,218368,,,,,,164598,Sikkim_07-05-2021
08-05-2021,Sikkim,219141,6100,37,164772,54369,88741,76010,21,0,219141,,,,,,164772,Sikkim_08-05-2021
09-05-2021,Sikkim,219312,900,6,164805,54507,88758,76026,21,0,219312,,,,,,164805,Sikkim_09-05-2021
10-05-2021,Sikkim,221248,10000,57,165201,56047,88980,76199,22,0,221248,,,,,,165201,Sikkim_10-05-2021
11-05-2021,Sikkim,222448,9100,55,165440,57008,89096,76322,22,0,222448,,,,,,165440,Sikkim_11-05-2021
12-05-2021,Sikkim,223154,9500,52,165669,57485,89228,76419,22,0,223154,,,,,,165669,Sikkim_12-05-2021
13-05-2021,Sikkim,224984,11100,60,165948,59036,89398,76528,22,0,224984,,,,,,165948,Sikkim_13-05-2021
14-05-2021,Sikkim,225702,9100,54,166119,59583,89488,76609,22,0,225702,,,,,,166119,Sikkim_14-05-2021
15-05-2021,Sikkim,225794,8200,48,166200,59594,89534,76644,22,0,225794,,,,,,166200,Sikkim_15-05-2021
16-05-2021,Sikkim,226156,1870,11,166562,59594,89701,76839,22,0,226156,,,,,,166562,Sikkim_16-05-2021
17-05-2021,Sikkim,226891,9759,56,167276,59615,90080,77174,22,0,226891,,,,,,167276,Sikkim_17-05-2021
18-05-2021,Sikkim,227622,6004,39,168003,59619,90466,77515,22,0,227622,,,,,,168003,Sikkim_18-05-2021
19-05-2021,Sikkim,229107,6391,32,169488,59619,91303,78163,22,0,229107,,,,,,169488,Sikkim_19-05-2021
20-05-2021,Sikkim,230980,8359,49,171357,59623,92359,78976,22,0,230980,,,,,,171357,Sikkim_20-05-2021
21-05-2021,Sikkim,232718,12158,64,173083,59635,93293,79766,24,0,232718,0,,,,,173083,Sikkim_21-05-2021
22-05-2021,Sikkim,234303,5947,32,174666,59637,94145,80496,25,0,234303,0,,,,,174666,Sikkim_22-05-2021
23-05-2021,Sikkim,234303,1900,10,174666,59637,94145,80496,25,0,234303,0,,,,,174666,Sikkim_23-05-2021
24-05-2021,Sikkim,235593,8943,46,175956,59637,94852,81078,26,0,235593,0,,,,,175956,Sikkim_24-05-2021
25-05-2021,Sikkim,236874,10354,55,177233,59641,95576,81631,26,0,236874,0,,,,,177233,Sikkim_25-05-2021
26-05-2021,Sikkim,237959,7243,39,178318,59641,96163,82129,26,0,237959,0,,,,,178318,Sikkim_26-05-2021
27-05-2021,Sikkim,238715,7597,37,179072,59643,96551,82494,27,0,238715,0,,,,,179072,Sikkim_27-05-2021
28-05-2021,Sikkim,238828,8140,38,179180,59648,96612,82541,27,0,238828,0,,,,,179180,Sikkim_28-05-2021
29-05-2021,Sikkim,238891,3364,14,179238,59653,96647,82564,27,0,238891,0,,,,,179238,Sikkim_29-05-2021
30-05-2021,Sikkim,238891,0,0,179238,59653,96647,82564,27,0,238891,0,,,,,179238,Sikkim_30-05-2021
31-05-2021,Sikkim,238983,2260,14,179322,59661,96695,82600,27,0,238983,0,,,,,179322,Sikkim_31-05-2021
01-06-2021,Sikkim,239043,1913,11,179370,59673,96724,82619,27,0,239043,0,,,,,179370,Sikkim_01-06-2021
02-06-2021,Sikkim,239174,2495,16,179483,59691,96766,82690,27,0,239174,0,,,,,179483,Sikkim_02-06-2021
03-06-2021,Sikkim,239355,2340,15,179658,59697,96843,82788,27,0,239355,0,,,,,179658,Sikkim_03-06-2021
04-06-2021,Sikkim,239548,2355,18,179835,59713,96897,82911,27,0,239548,0,,,,,179835,Sikkim_04-06-2021
05-06-2021,Sikkim,239628,1940,11,179914,59714,96905,82982,27,0,239628,0,,,,,179914,Sikkim_05-06-2021
06-06-2021,Sikkim,239779,200,1,180065,59714,96907,83131,27,0,239779,0,,,,,180065,Sikkim_06-06-2021
07-06-2021,Sikkim,240036,2505,17,180310,59726,96981,83302,27,0,240036,0,,,,,180310,Sikkim_07-06-2021
08-06-2021,Sikkim,240711,2616,16,180973,59738,97299,83647,27,0,240711,0,,,,,180973,Sikkim_08-06-2021
09-06-2021,Sikkim,244354,8770,28,184590,59764,99330,85232,28,0,244354,0,,,,,184590,Sikkim_09-06-2021
10-06-2021,Sikkim,252346,15915,57,192568,59778,103898,88636,34,0,252346,0,,,,,192568,Sikkim_10-06-2021
11-06-2021,Sikkim,264968,19522,72,205177,59791,110947,94188,42,0,264968,0,,,,,205177,Sikkim_11-06-2021
12-06-2021,Sikkim,273389,15396,46,213590,59799,115660,97879,51,0,273389,0,,,,,213590,Sikkim_12-06-2021
13-06-2021,Sikkim,273567,350,1,213768,59799,115754,97963,51,0,273567,0,,,,,213768,Sikkim_13-06-2021
14-06-2021,Sikkim,286462,21416,70,226626,59836,122680,103888,58,0,286462,0,,,,,226626,Sikkim_14-06-2021
15-06-2021,Sikkim,302373,23580,71,242535,59838,131506,110967,62,0,302373,0,,,,,242535,Sikkim_15-06-2021
16-06-2021,Sikkim,317335,25154,75,257485,59850,139687,117729,69,0,317335,0,,,,,257485,Sikkim_16-06-2021
17-06-2021,Sikkim,331827,24846,79,271946,59881,147307,124561,78,0,331827,0,,,,,271946,Sikkim_17-06-2021
18-06-2021,Sikkim,347391,28403,89,287492,59899,155746,131662,84,0,347391,0,,,,,287492,Sikkim_18-06-2021
19-06-2021,Sikkim,358633,21991,52,298722,59911,161842,136789,91,0,358633,0,,,,,298722,Sikkim_19-06-2021
20-06-2021,Sikkim,359435,1800,5,299524,59911,162455,136978,91,0,359435,0,,,,,299524,Sikkim_20-06-2021
21-06-2021,Sikkim,371403,27234,70,311460,59943,168528,142827,105,0,371403,0,,,,,311460,Sikkim_21-06-2021
22-06-2021,Sikkim,385331,25489,68,325348,59983,175543,149691,114,0,385331,0,,,,,325348,Sikkim_22-06-2021
23-06-2021,Sikkim,397182,21544,60,337151,60031,181946,155088,117,0,397182,0,,,,,337151,Sikkim_23-06-2021
24-06-2021,Sikkim,409995,21919,57,349190,60805,188333,160732,125,0,409995,0,,,,,349190,Sikkim_24-06-2021
25-06-2021,Sikkim,423563,24674,65,362037,61526,228286,195144,133,0,423563,0,,,,,,Sikkim_25-06-2021
26-06-2021,Sikkim,433131,16726,37,371534,61597,233787,199203,141,0,433131,0,,,,,,Sikkim_26-06-2021
27-06-2021,Sikkim,433136,707,5,371539,61597,233788,199207,141,0,433136,0,,,,,,Sikkim_27-06-2021
28-06-2021,Sikkim,448770,29538,64,384196,64574,241853,206767,150,0,448770,0,,,,,,Sikkim_28-06-2021
29-06-2021,Sikkim,462454,30074,63,394505,67949,249158,213144,152,0,462454,0,,,,,,Sikkim_29-06-2021
30-06-2021,Sikkim,473810,24535,62,401506,72304,255410,218239,161,0,473810,0,,,,,,Sikkim_30-06-2021
01-07-2021,Sikkim,483470,22663,47,407286,76184,260810,222495,165,0,483470,0,,,,,,Sikkim_01-07-2021
02-07-2021,Sikkim,493534,23059,50,411724,81810,266270,227099,165,0,493534,0,,,,,,Sikkim_02-07-2021
03-07-2021,Sikkim,501578,18392,42,416397,85181,270842,230568,168,0,501578,0,,,,,,Sikkim_03-07-2021
04-07-2021,Sikkim,501580,660,4,416397,85183,270843,230569,168,0,501580,0,,,,,,Sikkim_04-07-2021
05-07-2021,Sikkim,515248,25446,63,423054,92194,278130,236946,172,0,515248,0,,,,,,Sikkim_05-07-2021
06-07-2021,Sikkim,527470,24954,52,428512,98958,285139,242156,175,0,527470,0,,,,,,Sikkim_06-07-2021
07-07-2021,Sikkim,537467,20480,50,432987,104480,290857,246433,177,0,537467,0,,,,,,Sikkim_07-07-2021
08-07-2021,Sikkim,546775,20059,48,436734,110041,295983,250611,181,0,546775,0,,,,,,Sikkim_08-07-2021
09-07-2021,Sikkim,556100,22891,49,440417,115683,301182,254736,182,0,556100,0,,,,,,Sikkim_09-07-2021
10-07-2021,Sikkim,560587,10981,28,442125,118462,303710,256694,183,0,560587,0,,,,,,Sikkim_10-07-2021
11-07-2021,Sikkim,560587,300,2,442125,118462,303710,256694,183,0,560587,0,,,,,,Sikkim_11-07-2021
12-07-2021,Sikkim,570245,22871,47,445999,124246,309179,260877,189,0,570245,0,,,,,,Sikkim_12-07-2021
13-07-2021,Sikkim,572209,3280,8,447174,125035,310338,261681,190,0,572209,0,,,,,,Sikkim_13-07-2021
14-07-2021,Sikkim,576624,3451,9,451037,125587,312610,263822,192,0,576624,0,,,,,,Sikkim_14-07-2021
15-07-2021,Sikkim,586083,27310,59,455475,130608,317996,267894,193,0,586083,0,,,,,,Sikkim_15-07-2021
